T_in,T_out,H_in,H_out,L,Solar,CO2,Wind,N,W,E,W_encoded,status
26.653486536858644,24.58465393423439,48.1554445416932,36.06112788162277,0.0,1200.0,957.3298590982944,0.0,29,sunny,52.59034779743321,3,Good
18.481303800346268,13.8264945896472,31.88357154874497,45.98798150658849,499.1141932137255,246.4408669764386,1361.823647038823,4.86957120375323,6,cloudy,90.1060113811993,0,Poor
24.89639790246124,26.3776220283824,62.26783342395692,78.42315014024005,370.887046773482,732.2405493489844,1077.3927962281189,3.777579050212431,14,sunny,83.96015520690565,3,Good
23.36163719215234,26.408201051405666,66.56971913151345,74.2463358016077,272.27619945665776,913.602759661278,876.531009373379,1.6548059602563718,26,sunny,108.12815288220116,3,Good
24.254622499842867,25.995022158014056,27.97429818944675,35.283425499059206,112.54369207378213,759.5116797270488,1001.815954883848,1.4975957888126228,5,sunny,61.08612245538072,3,Acceptable
22.43655104723782,22.9620384277446,50.80401228922836,49.264015740672285,374.54694356910034,512.157816924875,806.3540550227914,0.0,3,cloudy,64.19561493099124,0,Acceptable
20.413310069908416,29.507041318265426,62.89894392178538,55.83643553129716,829.800268224286,9.508414533614268,893.0427190323443,1.6583640710250984,21,sunny,146.90011395536163,3,Acceptable
20.27734191340697,24.07869441816352,45.97426160911001,50.63522974490843,400.7683690335435,530.2089725928083,935.1801765533928,3.6307667197150426,11,sunny,77.5925929974141,3,Good
24.34858489906358,18.740557731473977,48.07050934682398,39.66929349200847,84.0443804972833,716.3335775495085,1028.4664839066477,1.8907738586503573,30,sunny,105.12363757503562,3,Good
26.53377370926648,34.87128988932792,64.47374945449792,62.47572699336301,42.14799862836304,898.7043209084408,928.9139824552872,0.8548142107617052,12,sunny,118.0928475466322,3,Good
21.54119576971674,34.48146230552966,47.31010522097828,40.66708682854883,463.60810085245794,536.9751673834102,1012.9938033609128,3.522048121129192,27,sunny,199.21909297169515,3,Acceptable
24.06308474328069,26.755471531957888,45.060643735508,35.110597541568524,650.8691739608953,298.46056005934054,1223.9835524987536,3.568690215408472,23,cloudy,88.84444429964672,0,Acceptable
28.756819657535747,26.914476586263945,56.91211149948024,60.89475393860547,333.937281444598,794.5211305960789,983.847131730166,2.087097833044264,21,sunny,81.76051058688867,3,Acceptable
18.472423380161025,15.879900018480926,54.85579090628127,53.25637599856893,681.1203474615431,341.7562901959545,843.4803020768219,1.7447505820048157,3,sunny,72.19512434891926,3,Acceptable
18.86571044135745,19.09251927735276,63.14786839441878,70.17232603547936,563.0876672839496,184.77256377543688,990.5220045037704,4.18950571210598,2,stormy,72.30027400731758,2,Poor
23.41319578046999,29.36446886304577,55.55420645607536,54.69210716479133,193.51022543546136,920.8012923188672,1027.748653166724,3.858352505531906,6,sunny,86.38432709404636,3,Good
21.938416220577167,16.194450642453756,60.28808373322011,77.09811782313587,735.151702920898,320.1091458226107,749.3435527429581,4.379953648288128,6,sunny,86.85541187538243,3,Good
26.348913052980382,21.824920710777604,35.9565290159599,21.838184494305345,239.4569793528104,833.4154365370149,946.1455031539564,5.210013278220929,21,sunny,94.12035075571798,3,Good
25.20168035579736,13.896624665352066,45.43660194440548,32.62852316270833,631.1610157942516,414.063670531913,747.0049382699276,2.3522000643671848,3,cloudy,172.65787334385814,0,Acceptable
25.95652876576077,19.528293288569973,62.925173594284345,61.04963063629815,631.371942788372,277.62314837786647,948.2089888753846,1.6528631112827377,13,sunny,104.1601850576568,3,Good
21.681363220934266,25.82581536124272,44.68340661376976,57.66495676917892,380.0807062884929,411.3888432467608,983.48048512284,6.169348374734685,11,cloudy,81.19700539781397,0,Acceptable
21.38984271121066,28.811835770733325,61.37843952225481,61.09234544027804,316.4740228501639,863.7265752492882,663.6668272078776,1.4635491805852414,4,sunny,106.16640306960988,3,Good
23.191335418143645,21.46087972002182,66.89582019180719,57.150765218805816,679.7818231000898,290.3576557256387,589.4969636134981,4.107609203447431,30,rainy,101.74171136234943,1,Acceptable
23.16047234994227,24.611187916444628,78.88411961545063,95.0,552.4590664209412,476.5810734582452,1179.718790808265,4.36667421800483,15,sunny,83.84118082301292,3,Acceptable
28.831414413558708,26.589490373516544,41.143785289250175,39.29127042251768,106.81597661391014,942.17095900577,881.1485882370307,2.8730970462883456,16,sunny,79.63405365582342,3,Acceptable
22.129280855303858,19.44736736727266,51.859782981278855,48.59644454738927,692.7531237813273,193.45585664436308,960.0759452393472,2.088209890093178,29,sunny,91.77874600398415,3,Good
27.383354621674204,18.752423641760025,44.83701269669878,43.7381206837043,0.0,1060.811303070738,1063.8277871553823,1.873761342052819,13,sunny,96.23287065020897,3,Good
25.15889796298888,23.62186758942855,39.394866032492175,37.85858317096168,262.1954206410248,833.265957956819,829.5845716641212,3.946879058052114,10,sunny,62.81083298326522,3,Good
20.90852057670332,22.0980807344686,50.780872572676,52.012441508921135,418.9488282538305,334.4336051332041,1009.7010223668584,5.143762576452406,9,rainy,75.96299557104075,1,Acceptable
23.01180494968858,18.096393274764296,53.68895271710587,53.223035167645925,85.38703686830814,1110.3844900467552,873.5534593797321,4.950486342110905,26,sunny,89.09379906389822,3,Good
21.55442108192718,8.676954938048507,58.58462528338903,47.12202222986759,324.0908709674799,688.5901270051735,951.0762531147265,3.382842768557897,21,sunny,191.48918837330376,3,Acceptable
25.558418615857004,14.9652249487246,65.88731337820629,76.46148693771741,863.462142290017,74.35742181540701,853.508008421404,6.067133556732372,30,stormy,207.82284436774768,2,Poor
24.188730982934423,19.8640573784801,48.201753257393534,44.4021073512279,268.00951842653046,433.105479421651,962.2914475001132,0.0,18,cloudy,90.39845484409604,0,Acceptable
26.27265305054257,33.41866125710271,57.91149877577359,57.76092923958661,363.4918869385429,550.7966970537996,622.2449674476632,3.1668999701172176,26,cloudy,138.58254436147843,0,Acceptable
27.057345696393643,21.516099354736777,36.392308834090535,42.16967524101965,293.2897270293859,964.4532244442488,1029.6664440884442,4.498573109037929,26,sunny,99.12502561129808,3,Acceptable
18.69370211552896,18.044426650352868,57.87001532944185,78.64375554658733,281.567371146482,425.0059969816045,1101.579688910997,3.0417141543185315,6,cloudy,70.82156746924247,0,Acceptable
25.693881702038933,12.933574790873465,49.656155860755554,52.67326810215739,131.007125333931,731.2000067004826,1258.3553569847925,3.089188562358836,6,sunny,181.2621162957927,3,Acceptable
25.817477694533963,22.069730903518657,64.57977581276523,64.32267375156769,129.09656422779713,628.5889952867293,1181.2227982416496,1.766407577907077,25,sunny,86.74353392909224,3,Good
21.31257959196599,13.007138108385126,58.57902411188994,43.87324423853317,0.0,1169.7587766822578,1040.054052542681,2.069544293998951,20,sunny,96.44059249557374,3,Good
25.0139150462521,27.72510409319155,34.00216362533293,38.05029920114994,91.14233209140474,641.2455636674587,622.5553531153572,1.179198522751749,12,sunny,76.02513108906119,3,Acceptable
19.53863650552733,3.843099987161022,65.268578742406,61.28860438381896,624.6434719532916,422.5957466931387,781.6160846842215,2.7125821877747907,21,cloudy,273.6745705581254,0,Acceptable
27.08364367686776,29.87470085665269,51.493816076172095,25.027235021734988,136.85326156605726,816.1844013167682,1153.7525370181254,1.2055108582541507,28,sunny,79.2585996816133,3,Good
24.78265092725944,29.085553337465303,81.06906115475006,95.0,573.106220084908,195.83322139850583,1111.6767515253316,1.2393162702147331,25,rainy,123.596786489851,1,Acceptable
24.918110900453748,23.763152474537428,65.10509316055462,70.42937727880599,104.27274306578572,912.7709226965106,1114.1287825659483,3.54936961359844,16,sunny,77.07662393903384,3,Good
16.293491164760592,23.52525541967457,56.364247015053074,55.5634855885436,693.4445568721034,365.735369133517,892.0939174256846,5.812248185114008,11,sunny,113.6293708407737,3,Poor
27.547177350349653,19.28397281065639,66.17133862450149,57.04063440515769,384.3258920686662,549.1863951420212,1127.1293123990365,1.149588428370325,28,cloudy,148.65956831442892,0,Acceptable
24.568182555085208,17.737442083356054,52.530491059339845,57.49326185692445,200.92195244250053,671.9518342341274,834.6274733143499,2.074166246995918,4,sunny,93.00615534401558,3,Good
23.87189452896904,27.64078265722119,34.80470648198505,34.698928358147896,361.79690408377087,589.5063311812913,833.811266910083,2.7553631700670023,3,sunny,77.08660874801055,3,Good
25.64884368208658,23.02875561441239,53.92633043235476,39.245323149515215,184.78113642490075,723.4768594649883,915.4852378599724,1.245538018563955,23,sunny,86.86066653369953,3,Good
21.600210532029685,23.533874253403106,61.072675169671584,54.879102373422576,354.5659535162516,436.55920351967023,756.475400840556,2.4524623624253703,27,cloudy,92.77169114932428,0,Acceptable
27.894145400969503,15.104601865976983,47.75713240313627,44.24330397515784,866.3053580477479,211.95565929853075,957.3703390440828,3.007447382101483,18,rainy,246.3060607891092,1,Poor
25.85379528323297,40.31938328537141,56.8432435593018,40.04024100370992,307.6822698728287,654.6876167007977,765.6798640662216,1.6699465251188652,20,sunny,230.8169743458095,3,Acceptable
20.025056766553377,23.53301771833748,50.26960150531391,53.71737415004206,635.8606286409494,373.7702859286794,1014.93648726964,3.245730585199064,5,cloudy,78.50743237636226,0,Acceptable
21.196894831906565,24.434825198183844,55.31984728141586,53.85150708758934,207.6943417786506,689.8138963369933,969.4625371297132,5.398477136956911,20,sunny,79.54573684228102,3,Good
17.12901534353629,23.36816868945176,55.20092304971379,49.55895560127079,454.303529586616,394.4583032674279,989.4264209271336,2.762196717973031,5,sunny,99.05216590166827,3,Poor
22.234685349511963,18.816234780343947,67.71446258166308,75.83749654275952,358.2439231827658,327.32330540886323,646.0192777122529,3.365779181763483,22,rainy,112.77289337978983,1,Acceptable
19.214042746628376,15.677683890758871,67.43695917955304,56.25798454147129,345.672907243528,570.8575941827738,1008.5422270895436,3.7321333661686897,17,sunny,90.2271074463874,3,Acceptable
19.106700557078323,22.90322519375244,65.61581543219995,80.92071616518533,607.3347339079439,355.9720219576052,869.8594262956533,3.1637991022303784,11,rainy,91.55289773184296,1,Acceptable
26.38679241363397,22.31981934211275,47.38660817430097,41.14483255501406,175.93008592336713,728.39428881855,680.0439421660803,1.9971252774620067,30,sunny,56.797249992272114,3,Good
27.148276309136445,13.684963706538811,57.98309842061559,64.41196709613406,656.2516625342222,609.3576141603413,1114.2225933182924,2.5646533631148194,10,sunny,211.5412291759579,3,Acceptable
22.58060580288928,19.57713000635321,25.288086949725283,21.21675282262127,269.7514267141645,640.2039128189389,1223.386246409259,3.612646018513307,8,sunny,88.24094167213795,3,Acceptable
24.59759555402787,21.8279453512756,58.72548704933656,55.4046772077659,690.1830666432878,270.71367759396645,929.949522025093,2.871982398639428,15,sunny,91.99123480350994,3,Good
25.306170827916212,9.275707590672672,40.11253298714316,30.745899363649137,339.80204377612097,802.4164459785791,1004.0148246971464,1.8421796893354416,23,sunny,206.7380869186119,3,Acceptable
17.971374107060495,24.19283253479761,64.09091563391114,72.04312366525106,474.73623853645137,463.9636645335616,1220.8280776531085,3.1901470719114404,18,cloudy,109.96556128015338,0,Poor
22.96004910837757,19.696986046455944,52.66960540477864,58.84989870719248,493.099289350077,597.5637917377455,804.5978474132698,0.7514824382387886,9,cloudy,83.27573565580467,0,Acceptable
16.563557975485818,16.635087856933946,42.78249714290887,39.69841059286376,276.6952977943663,675.5490289885358,953.2172050581954,2.2523510767464847,2,sunny,65.3485641138772,3,Poor
25.000706802477605,18.994687926261136,69.24707014427385,72.22188193458001,684.9554128774555,335.3253863043533,838.6959190509713,6.129500808290821,7,rainy,114.94811744976248,1,Acceptable
22.974140058675573,25.294617152488325,50.67453616401916,40.05648191344218,396.9757148636991,698.5961643717329,1048.403957868163,0.3551490497804934,8,sunny,70.52316355501031,3,Good
19.21849554958158,22.87998130810356,44.335220220877744,34.35800945727796,517.6711737398041,447.74951626587057,842.5931613282045,5.63943987203575,28,sunny,105.24671509194802,3,Acceptable
20.76207631703804,24.86140197292608,62.17817310734941,66.74729865349305,134.80496851829628,928.7868324063902,1071.7039471600708,2.219609142412478,26,sunny,96.5621772932633,3,Good
27.79592763880225,31.475610223988447,69.96210836636807,73.59210354318077,545.3836065627798,344.9755235142326,727.6663805040744,2.134548421030706,28,cloudy,104.44390158921262,0,Acceptable
26.62384405322253,20.109424240208483,58.93686646441746,71.4372698405282,450.8612567561722,441.83355480572806,846.0887303929482,0.6573162497016729,20,cloudy,120.72680784673128,0,Acceptable
18.82149643470376,32.56046703447021,54.43018203305845,61.61050892798673,500.1495510363802,601.9199253334009,1054.2006315163997,4.110317966762197,11,cloudy,222.86066541736088,0,Poor
23.937240406373743,19.300503614122427,55.169556938873285,59.02151732936756,181.5723986773768,641.5046161800424,738.6083976481962,2.761680298494492,29,cloudy,110.61676451733484,0,Acceptable
20.22239250164007,5.138241076765574,56.52449447823712,55.1359874513243,493.7149687166422,566.5360516442253,987.5572478688472,2.0895172336629804,19,cloudy,268.76741060388264,0,Poor
20.52537564698293,26.1317093270392,56.49400863598297,50.73592343935148,145.77837696591857,685.1308290220628,824.5129980622596,3.978777281271708,6,sunny,99.46311916046206,3,Good
26.24003936202889,31.116795311642303,43.95663575508237,35.49559521677122,357.7336722108767,427.66022541589774,947.447878008497,1.867735421168978,16,sunny,101.17845070101224,3,Good
19.599010946091727,26.990763483504,69.83662864980623,77.20582714218297,147.96596508791353,881.6548148119394,666.3126889414017,1.5258548082542722,29,sunny,112.87339886572518,3,Acceptable
22.283667457710227,22.87917634081277,54.962355031699246,57.56840983381729,505.341335605667,414.97303401249496,822.2799106248211,4.707391122730497,13,rainy,93.766250382103,1,Acceptable
19.996828247352216,21.83445648529761,51.92319600185362,49.68834174065828,143.32617312917367,970.9152307689184,659.707439316562,2.663880495144157,8,sunny,62.02968819333723,3,Acceptable
24.97082964322786,17.02281435731273,49.4396838365591,47.73575626630203,489.3755761145504,476.09004824459294,706.5204138544226,4.066747690098927,18,cloudy,126.86405021097946,0,Acceptable
20.55323945827111,27.66940452592545,42.38173614800021,47.45205385238303,235.31745933374413,790.9083812636993,623.5054000594432,0.7241635087114262,5,sunny,105.24168110883356,3,Good
24.072438564961097,25.391298522843364,60.10833347612415,58.60782465296315,683.7164412601812,351.191022282442,1180.0820756660137,2.6780828795620417,2,cloudy,68.88566565564673,0,Acceptable
26.29792298105921,9.090565422270773,42.33807540344743,38.99477787788624,99.36943923089297,747.4331666197598,810.644166123002,4.470709783476296,21,sunny,283.92033730847754,3,Acceptable
21.640019947562905,26.367529997778988,54.9707076564565,66.09716334994673,254.09601198443403,700.1794780320923,1056.220663515227,4.468326773668149,21,sunny,96.44842190685388,3,Good
22.570243485276684,26.80327377853192,78.73099554205531,75.58278300415898,98.73084656536464,939.2236321528874,1053.584717128445,2.4359844506659325,19,sunny,92.8564790757418,3,Good
17.751051973572757,26.850143477247315,65.43917440242618,75.2389207622087,529.8615888084491,374.2077003220434,1027.8138521081653,2.989704100475798,10,cloudy,140.32197900141003,0,Poor
20.28523525831188,14.63726095674253,51.3064882025424,50.60573208549732,722.049452118604,426.0348336625249,969.6114921774052,1.774746889822529,25,cloudy,114.51683758897724,0,Acceptable
20.73364603477785,11.507799641439329,64.15633575236329,72.83061488011961,759.8828442878445,307.5660284587169,899.3116461989931,0.0,5,cloudy,149.5326785166512,0,Acceptable
20.435826361265555,22.35604677779157,61.71006814081716,55.4093815084805,451.96392578929954,671.7434124455634,1013.9617928073636,3.506100166025215,27,cloudy,92.4500004937536,0,Acceptable
25.853270747022133,38.06218289248875,54.7690753058577,42.72554668319506,188.41779528037404,804.1749184647907,978.5108101615658,2.266167127338996,14,sunny,174.96236143484094,3,Acceptable
22.61230784504008,19.2945155764568,38.36752911221468,25.394665196286724,0.0,846.2286533500506,844.2636960143452,1.0546297003439846,17,sunny,52.22461902150167,3,Good
27.273586418169508,27.845199772045,51.06549123725894,37.95454029718147,211.41294837815232,724.4141593891887,977.6543011167112,4.769539069758135,23,sunny,72.49208786770187,3,Good
15.502614589047772,31.939568920360955,60.27985823223107,58.33603093605466,445.80290036085967,413.43315014457926,893.6176641486154,3.0642896309837746,18,cloudy,286.09513965987264,0,Poor
17.268815843351963,18.26361563037057,44.94836682231167,35.281636203234726,354.39156480012497,679.0073983900273,1041.6059288114486,6.017091195423107,14,sunny,85.53312949959941,3,Poor
25.27381125578108,24.826505680395417,55.27260910567539,51.60186287652921,349.1596566741602,577.590684572718,1064.2280700204649,0.6978634341480747,8,sunny,70.84031301119042,3,Good
18.53675676000208,22.67125317182941,67.73695559625837,69.24077170485691,327.63078142491315,404.2502821077288,858.9994415944467,2.426390180527384,24,cloudy,104.86298548139573,0,Acceptable
17.44893224799649,13.794137698141386,33.02374580624545,40.85610336004807,481.2340526947111,765.1237053568079,1145.7718057819245,2.858476816866142,10,sunny,82.62160348680365,3,Poor
22.70228470099621,11.748222342076382,56.55511810794242,59.22301346921625,487.2730783214365,752.9669012913956,616.408272439385,4.242100794944752,28,cloudy,199.44081798425023,0,Acceptable
22.513493654031567,30.22794049564741,41.27968570682589,33.15400484878369,564.2537536239757,374.60068115243234,741.0138802238442,1.413792605006419,17,sunny,161.8824576523596,3,Good
24.674793358197395,17.952401772578547,57.34284871603512,66.1315469978943,0.0,1200.0,1059.487489165359,4.474946797147275,11,sunny,66.64033854336671,3,Good
19.984982317780204,9.624793352471803,64.39517322970933,71.45502225176006,524.9793395260535,172.0007661167691,1082.540010053585,6.870321028663417,1,rainy,156.35982337954152,1,Acceptable
28.911264200331196,16.334145521060783,44.537887035745385,49.509977608152994,565.2318056255784,307.8976750009434,892.1694774312286,4.342968268838897,1,cloudy,178.34560122756386,0,Poor
19.98237643717561,7.1378220593261865,53.56217637456958,56.38261244855963,779.5222584923371,131.83151379525725,1046.794655480636,4.1535222406618,27,stormy,274.593793328447,2,Poor
25.197547954528847,14.329988000410648,60.71021616431932,58.96512246532848,719.9153074137492,249.93412558017428,1280.3283268284122,3.3121951528721016,27,rainy,211.7812349693277,1,Poor
20.11172525224144,13.568444200218469,49.568603024580426,45.53593492704593,931.5344322865792,177.4260384453858,866.185239185081,5.804022480930179,13,rainy,133.4385159226313,1,Acceptable
24.37060193312618,12.26812949782266,44.85765353131527,47.33367601282925,448.77107984578737,462.7005722752058,1009.0118345547256,5.469480206706797,10,cloudy,186.35115042334323,0,Acceptable
20.823171210309283,20.26067356868361,32.96499009032728,21.123717898589923,128.340139728406,1133.6233049480877,824.0237358629827,2.6350833659715325,19,sunny,77.47544745497179,3,Acceptable
23.45628427061309,18.32397022729425,60.75345583430824,64.96223010032763,616.7121709249875,416.75418813456,909.046111163284,0.0,2,cloudy,91.50280593964796,0,Acceptable
27.741748462302912,10.372647630571214,48.80865531551299,55.269848339445545,0.0,1138.5021428798048,944.4451158469216,0.0,12,sunny,257.55789708045523,3,Acceptable
23.86640239183011,22.82264938605192,39.95799906057843,32.38942976180297,220.8218310017276,833.0681983971796,694.5528939723417,4.6651533570642965,26,sunny,80.57542849207132,3,Good
20.58465756099328,29.49648997444461,25.38145380966771,24.0618408147841,786.8989171988164,267.1319167468564,1003.494283547418,1.247797644241592,4,cloudy,137.72859299193195,0,Poor
23.789764225628826,28.39846044925901,63.347995078657846,75.96672768009347,559.0818562182495,301.0226630329278,935.071758294299,1.6379449583812054,16,cloudy,108.23534340006698,0,Acceptable
25.128910666908897,20.77821873636318,42.26620235915981,52.530856873342046,257.12345022423733,702.9121885816468,947.3833553471472,4.038538576749154,1,sunny,70.500918650033,3,Good
23.723321084953422,22.51145711772448,55.63463903657646,41.411020126785104,397.3395905796579,481.8966564233108,1077.5971953575506,3.5233320305953644,19,sunny,86.24585133168486,3,Good
20.42702984585764,32.75693637066487,48.496822102572594,49.50021335982695,0.0,1200.0,761.30813245454,0.5872998411986334,14,sunny,172.01358473827452,3,Acceptable
27.11189714538224,19.08079527865792,38.21430530716369,36.1481274974665,296.22752917396474,608.839142792452,635.341187565693,5.056757743890652,30,sunny,137.1852184981732,3,Acceptable
23.07883593644909,31.74933607904192,55.95994652779624,57.77405433247544,427.34961199215536,302.0610515546017,1005.8142563730398,3.129109997716208,22,cloudy,150.1848420866499,0,Acceptable
27.647940089564116,22.14894838034195,58.12723164639184,49.85628779232412,263.40519490214706,819.2783925076998,1313.772262529507,0.7770103783675761,24,sunny,101.53144375505804,3,Acceptable
25.10647473460919,21.149796851249263,36.186160357874286,29.47457601093965,218.0524482104655,888.477949895299,1110.1268570063935,2.610572382069932,6,sunny,67.51532877781482,3,Good
21.75455722692075,20.643404726014516,62.34824631848952,49.174442441124064,426.7730568876667,207.8283608170979,741.9888369613988,3.220605252984826,22,rainy,89.72981079865367,1,Acceptable
21.488139209480096,16.988103844816305,51.34143441396295,49.47539488945118,514.6393301357375,304.48934802812784,1017.6388247850048,0.8841947071626484,10,cloudy,97.49265098286988,0,Good
17.986929030038226,13.481748062862197,75.28687849728145,86.45274972960965,432.4709967853017,527.3009663132276,1017.1480989599404,2.495893760110161,27,sunny,95.85506239826005,3,Acceptable
23.44270565170541,14.390552602241105,62.67466987469249,72.3160913301678,657.3577260528358,113.7209830852254,966.3566518606704,6.787832747391548,25,stormy,189.054364742539,2,Poor
24.749028437664656,30.27924145830277,42.47209873956801,29.04341238745937,331.967732125651,756.6491486919854,913.0041824534404,1.8108742822801749,22,sunny,105.69150105862342,3,Good
20.27024550403559,21.407287385398483,45.574518671585096,45.07007696372079,130.650551412197,986.0767700901216,1195.136091972719,2.143523564953937,7,sunny,73.10710128064129,3,Good
27.05975922167681,26.989808241915835,48.61159817066375,34.56589230830076,409.73024287601663,561.8633395108459,883.3529645887049,1.4513312111121697,18,sunny,12.937611189314268,3,Good
24.985876126322268,8.28459627223261,41.45698061942132,34.27984788585471,133.05789142116515,492.445058145492,956.28269139794,2.782260571578189,14,sunny,267.11501360849724,3,Acceptable
19.53883881978641,6.89843977683096,64.15050086523212,77.75318094002266,820.5480988574129,129.86098917982295,1169.3063685602474,4.340614899998931,5,rainy,237.89425821261068,1,Poor
21.634909516463143,23.437914372867645,73.62931297562888,76.94981105944042,526.3489693821012,321.33984663799663,705.6460972469464,3.609682948433425,21,cloudy,101.00358671551848,0,Acceptable
25.656774538564537,15.55723504309205,50.72527628410531,41.21837299316839,234.40944241225804,706.9009327365502,948.3243180844784,4.842918413780817,16,sunny,160.20959443407486,3,Acceptable
26.089245468405498,30.102888407524603,39.71817597439848,25.474817014975304,289.2541226653465,517.855291855888,1009.0381178949848,5.852104196550984,8,cloudy,100.83562219297278,0,Acceptable
20.520569967497003,24.39702080513265,54.39667276421473,51.59311586208731,280.7015837391809,657.4517997850511,1065.0457453316717,3.772314832497883,24,sunny,102.2613922903135,3,Good
18.89014047739393,27.15157218646441,64.33910302908069,57.1201340697815,321.4630507423809,567.292291100751,1004.0491359027192,3.0312693855644866,5,sunny,125.80185593925188,3,Acceptable
